"";"id";"description";"DBO"
"3242";982667228438367;"Orban gehört vor ein Gericht und Ungarn sollten die EU-Finanzmittel gekürzt werden";"criticism"
"4188";991239094247847;"In Gedanken bei Euch !!!
 L.G. aus dem Taten losen Westen :(
Super was ihr da leistet ??????
Region Trier / Mosel";"nothing"
"7291";888005401237884;"Ich hoffe Sie gewinnen!";"nothing"
"700";1152540161451072;"Sylvia Budde genau das werde ich fragen und noch mehr als das (...) danach werden die nie wieder bei mir klingeln,darauf kannste wetten.";"nothing"
"7558";1095967943774961;"so rebellisch wie sie sich auf dem Video verhalten so werden sie auch in Deutschland auftreten, alle wieder zurückschicken, damit wir in Deutschland wieder ruhiger schlafen können";"nothing"
"4322";985439014827855;"Christoph Köhnen so viele besorgte Bürger. Diese dummen Gutmenschen!";"nothing"
"5061";876300795741678;"Wenn man der Lügenpresse glaubt, dann könnte man den Eindruck bekommen.";"nothing"
"2020";1111307592240996;"Finde ich ok.In dem Moment,wo sie einen Duldungsstatus als auch eine sozialversicherungspflichtige Tätigkeit haben,sollte diese Chipkarte wegfallen .So kann man doppeltes Abkassieren verhindern und auch die Residenzpflicht bei Bedarf kontrollieren .Das ist nicht menschenunwürdig sondern einfach das Recht des Gastgebers.Die wirklich Bedürftigen sollte dies auch nicht stören,denke ich.Denn.sie sind ja versorgt und gesichert.Mehr ist ja auch nicht vorgesehen.Ich sehe da überhaupt keinen Grund für eine Debatte";"nothing"
"1247";861981387173619;"Also ein freund hat gezählt und  es wurde auch von anderen von uns gezählt.und ich übrigens auch.also nix betrunken. Eure versuche hier Stimmung zu machen,ziehen nicht. Schließt euch bitte in eurer Villa kunderbund ein und lässt diese dämlichen versuche.";"nothing"
"8046";960886167283140;"http://www.nh24.de/index.php/polizei/84325-giessen-zwei-verletzte-bei-bandenraub-in-asylunterkunft";"nothing"
"3745";1035180083187081;"????????";"nothing"
"7491";1095986330439789;"Auch dafür Danke, Merkel!!!!!";"criticism"
"7199";888000094571748;"[@IND], sondern??";"nothing"
"5616";1010184269019996;"Christine Spielmann ...wenn ich andere Kulturen ansehen will, fahre ich da hin. Und da ich dort nicht hin will und nicht hinfahre ist eines klar. ICH WILL DEREN KULTUREN NICHT KENNENLERNEN. Warum versucht dieser Staat mir genau DAS aufzuzwingen???";"criticism"
"5539";1010361852335571;"Theo Brenner Asthma ?";"nothing"
"606";1134096826628739;"Mit einer Armlänge abstand bitte !";"nothing"
"7195";935270893178001;"Endlich einer weniger hier im Dorf :)";"nothing"
"7518";1095965287108560;"Tja, wir sind halt noch zu wenige ""Sehende"".";"nothing"
"469";1134126869959068;"Will keinen kennen lernen!!!!!";"nothing"
"490";1134077236630698;"Verzichte darauf ...";"nothing"
"8306";861945217177236;"Für schlichte Charaktere gibt's halt die Simpsons...";"nothing"
"929";1063584870346602;"Wahrscheinlich war der Senegalese ein ""Ungläubiger""... Der Moslem folgte also nur einem der 28 Mordbbelastenefehle in Mahomets Kampf...";"nothing"
"4686";1105399299498492;"das würde ich mir 2xüberlegen hier eine Moschee zu bauen^^";"nothing"
"3591";982663988438691;"Die Uhr tickt......";"nothing"
"3502";982655331772890;"Das volk wird noch wach mach dir da mal keine Sorge";"nothing"
"2980";1057107640994325;"Edathy fehlt auf den Foto!";"nothing"
"2391";1043675199004236;"Eine 41 Jahre alte Frau wurde am Sonntagabend beim Mannheimer Wasserturm Opfer einer Vergewaltigung. Nach den derzeitigen Erkenntnissen der Polizei war die Frau zwischen 20 und 20.30 Uhr in der Parkanlage spazieren, als sie ein bislang unbekannter Mann plötzlich in einen Laubengang drängte. Er stieß sie laut Polizeibericht auf eine Parkbank, bedrohte sie mit einem Messer und vergewaltigte sie anschließend. Geschockt durch das Erlebte erstattete das Opfer erst am Montagmorgen Anzeige…

http://www.rnz.de/nachrichten/mannheim/polizeibericht-mannheim_artikel,-Mannheim-Vergewaltigung-am-Wasserturm-am-Sonntagabend-_arid,162755.html";"nothing"
"2187";1043982418973514;"Inzwischen wird ja alles was den Medienhetzern nicht in den Kram passt als Volksverhetzung ausgelegt ;) Zeigt nur wie verzweifelt sie schon sind wenn sie nur noch mit der  ICH ZEIG DICH AN!!!!!!!!!!! Keule rumschlagen können.";"nothing"
"4349";991236330914790;"Bei mir geht der Livestream nicht ??wem geht das auch so?";"nothing"
"3137";1057356327636123;"MASSENabschiebung....?????? MASSEN wären 127000, das wäre MASSENABSCHIEBUNG...........................";"criticism"
"9028";1010181072353649;"Margit Koss Stimmt.";"nothing"
"2000";1111344345570654;"Hmmmmmmmmmmmmm  war nicht mal die Rede davon das es  Fachkräfte sind?? Dann ist doch alles ok.Bis zum ersten Gehalt nee Shipkarte. Ironie aus. Ich finde es gut.Ende.";"nothing"
"2775";982738741764549;"Demnächst holen wir die noch mit Flugzeugen ab ??";"nothing"
"8001";951541631550927;"Aus ""mehreren hundert Asylbewerbern"" (was mich schon erschreckte) werden auf dem Tweet (?) des THW dann 1300 Feldbetten. Das ist richtig viel für so eine kleine Stadt wie Meißen :O";"criticism"
"6985";1012531248785298;"Striezelmarkt klingt aber nicht so nach dem CHRISTLICHEN Weihnachtsfest !";"nothing"
"3197";982674521770971;"mehr dummes Zeug und Schwachsinn fällt dir nicht ein ?   Aber der Name sagt ja schon einiges !!   Du Schwachmat !!";"nothing"
"7539";1095901627114926;"Vollgas und durch ... Rückwärts und wiederholen!!!!!";"nothing"
"1824";1111384178900004;"Das ist was Menschenunwürdig ;-) In ihrer Heimat kennen diese Leute überhaupt kein Geld .";"nothing"
"3433";982659698439120;"Und die Gutmenschen meinen sanft, die Flüchtlinge sind halt traumatisiert, das darf man ihnen nicht übelnehmen! Nach dem Motto, haut Dir einer die linke Wange blau, halte ihm gefälligst auch die rechte hin, damit er Dir einen Stein reinbrettert!";"nothing"
"5944";855000191205072;"Geb ich dir Recht und bitte die Auswahl der Redner richtig treffen... Keine fehler mehr machen";"nothing"
"7129";887988551239569;"Daumen Hoch.";"nothing"
"1336";861972417174516;"Can..alt genug um lesen zu können bist du ja ...beantworte dir die frage selbst ...";"nothing"
"6591";1013274772044279;"Es ist manchmal eigenartig wie die Wahrheit Ihre Wege findet";"nothing"
"6666";1012893528749070;"Alle sind gleich nur manche sind gleicher!";"nothing"
"7906";946591232045967;"Dann sei halt ein Nazi oder laß das Jammern sein! Daß man immernoch davon beleidigt sein kann, ist mir das größte Rätsel.";"nothing"
"6380";883015605070197;"http://www.volksstimme.de/nachrichten/magdeburg/1439109_Bis-Ende-des-Jahres-rund-980-Unterkuenfte-noetig.html";"nothing"
"8373";855583581146733;"Done";"nothing"
"6410";882694568435634;"Asylbewerber...nüscht zu Essen, nüscht zum Anziehen...aber n Messer in der Tasche";"nothing"
"1865";1111490115556077;"Richtig so";"nothing"
"3049";1056486231056466;"Das wird uns nicht wieder passieren. Zu oft habt ihr nach den Wahlen eure Versprechen gebrochen. Jedem Beginn eurer Legislatur folgte erst einmal eine Diätenerhöhung. Wofür eigentlich ?";"criticism"
"7011";925434340828323;"Österreich Herbert Klickl FPÖ zu Lage der Zuwanderung

https://www.google.de/url?sa=t&source=web&rct=j&ei=apdtVZLPGoSwsQGPnYDwAg&url=http://www.youtube.com/watch%3Fv%3DJzCH44IdlZQ&ved=0CCEQtwIwAg&usg=AFQjCNFZG948qgMYYjJhaQoIQUJ2SBcCUA&sig2=nuiMUUVwMqoko7RkFrehLQ";"nothing"
"706";1134070616631360;"Kotz! Habe fertig!";"nothing"
"6588";1018201021551654;"Tamara Walewska, das wird man in Deutschland nicht genehmigen,  da es sich hier um ein Wohngebiet handelt. Ausserdem wäre es den Muslimen gegenüber geschmacklos, die ihrem Glauben nachgehen wollen.";"nothing"
"2583";982735445098212;"Grenzen zu machen , hier wird  es noch schlimmer werden";"nothing"
"1549";862156303822794;"Eine Wohnung ist was anderes als ein Flüchtlingslager/Unterkunft. Die bekommen nicht alles auf 'nem Silbertablet serviert.";"nothing"
"3079";1056571331047956;"So ein paar Kasper .";"nothing"
"4777";1096188353752920;"Einfach überfahren wo ist das Problem ?";"nothing"
"9268";991243887580701;"Dresden ist das Rückgrat Deutschlands... Danke aus Brandenburg!";"nothing"
"2625";982729335098823;"http://img2.faszination-fankurve.de/images/news/1442102789.jpg";"nothing"
"7084";888288854542872;"tapfere frau gegen die herrschende mafia";"nothing"
"517";1134113359960419;"nein danke die schwachköpfe in unserer scheiss rekierung sind strafe genug wenn die geschlossen mal weg sind und man mit leuten reden kann die noch im richtigen leben stehen klärt sich auch dieses problem mit den zecken";"agitation"
"5476";1010204679017955;"Jürgen Rund Noch eines ES WAREN TERRORISTEN UND KEINE MUSLIME !!!";"nothing"
"2653";982680321770391;"Wir";"nothing"
"8787";945823665456057;"[@IND], du solltest weniger Zeit bei Facebook verbringen! Identitätsdiebstahl ist zwar nicht strafbar aber durchaus verpönt!";"nothing"
"8986";1007240065981083;"der Steinmeier ist doch bloß ein Einschleimer, wenn diese Flachzange damals Kanzler geworden wäre sehe es jetzt nicht anders in Deutschland aus, alles Gehaltsempfänger, nichts tun und viel kassieren";"criticism"
"6444";882720065099751;"Eigentlich könnten sie sich doch in ihrem eigenen Land gegenseitig umlegen......";"nothing"
"656";1134091066629315;"Die sollte mal welche kennen lernen und sie mal in der Nachbarschaft haben, dann redet die auch anders";"nothing"
"2351";1052389998132756;"Der anti Gewaltaufruf wird der SAntifa scheiß egal sein, denn auch die Polizei ist deren Feind.";"nothing"
"2928";1057100564328366;"Das ist Wahlkampf, sonst nix.";"nothing"
"635";1122480201123735;"Klaus Dietrich klausi halt einfach die tasten still ist besser so .";"nothing"
"4314";989176507787439;"also langsam wird es albern.....";"nothing"
"4780";1105416072830148;"Ich bau euch ein Haus aus Schweinskopfsülze";"nothing"
"7741";1095911350447287;"When will you all say ""enough is enough"" and take care of these worthless things?";"nothing"
"1193";862105183827906;"Für  Alle, die sich ""immer"" nur den geistig minderbemittelten Dreck der  öffentlichen Medien ansehen, lesen, denen Gehör und Glauben schenken.

Endlich mal eine seriöse Berichterstattung und wahrheitsgemäße Analyse  bzgl. der Pegida Bewegung und vor allem der vielen Missstände in diesem  Land, verschuldet durch die verlogene Regierung in unserem unsouveränen  Staat!
.
https://www.youtube.com/watch?v=LLoyqeudSEc";"criticism"
"6914";1012595448778878;"Oh sorry...bin auch ein Mensch mit Ecken und Kanten.";"nothing"
"5519";1011318568906566;"Semira, Pegida ist nicht zur Wahl in DD als Partei angeteten. Sie sollten sich besser informieren!";"nothing"
"2536";982780978426992;"Dummes Gelaber! willst du diese Zustände in unserem Land du Grottenolm??!! also ich nicht!! das sind keine Familien die flüchten!!";"nothing"
"6073";855025344535890;"Deutschland hat 81 Millionen Einwohner davon sind 19 % AUSLÄNDER !!! Also fast 20 Millionen !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!";"nothing"
"930";1063444807027275;"Dresden Drecksvolk ..na wie gut.daß wir dich süßes schnckeliges kerlchen nun haben ,das gerne schmutzige worte in seine zuckersüße schnute nimmt..was wäre deutschland nur ohne solche bereicherer wie dir ? richtig :schöner :)  ...wegen solcher evolutiontragödien wie dir bin ich sowas von froh,nicht mehr im westsektor zu leben....man merkt gleich- du bist ein mann von welt ! ein prolet der ersten stunde !...denkst du ernsthaft,daß man sich über deinen erguß der lächerlichkeit aufregt ? du süßer fratz,da muß ich dich enttäuschen ! du verursachst keine zornesfalten oder gar sorgenfalten sondern LACHFALTEN ! ...wenn ich dich kleinen wonneproppen so lese,dann habe ich das bild eines quengelnden kleinkindes vor mir ,das pampers und schlabberlatz trägt und flennt weil es seinen schnuller nicht findet ...was bin ich froh,der weichspülkultur entkommen zu sein, in der zu leider immer weiter zu verlottern drohst.... und je mehr ich von dir lese,desto froher bin ich,daß ich inzwischen in sachsen lebe und evolutionspannen wie dich nimmer so oft live+in farbe ertragen zu müßen....und wenn dich gebürtige ddr-bürger so lesen,dann könnte ich mir durchaus vorstellen,daß der eine oder andere sich denkt :lieber auf bananen verzichten und dafür dich von der backe haben !  (übrigens : es gab auch ab und an bananen  in der ddr ..nicht so oft und nicht in rauhen mengen aber dadurch wußte man das auch zu schätzen...wie lange ist es her,daß du dich über so eine kleinigkeit freuen konntest ? ach,richtig..kannst du ja gar nicht..weil für dich alles selbverständlich ist und du in deiner selbstgefälligen wessi art denkst, die weisheit mit löffeln gefuttert zu haben....merke auf :du hast in deinem leben absolut nix dazu beigetragen, daß deine ahnen rein zufällig in dem von den bubble-gums beherschten sektor gelebt haben....du bist einfach nur ein verwöhntes WOHLSTANDSNICHTS , das keinen schimmer von den menschen hier hat aber denkt, große reden schwingen zu können...merkst du eigentlich,wie du meine ex-landsleute hier dahstehen läßt (ja,ich bin wessi !) mit deine schimpfwortarie ? so wie du hier den westteil der (noch)republik repräsentierst ,vermittelst du den eindruck,daß alle wessis proleten sind....traurig ist das ! wenn du nicht in der lage bist,deinen unmut über bautzen z.b. in manierlichem tonfall zum ausdruck zu bringen, dann hast du ein problem - nicht die menschen hier vor ort.....nimm es mir nicht übel,aber ich nehme dich nicht ernst...anbei :ich lebe nun hier vor ort und sage dir ins gesicht :lieber bin ich ""dresden drecksvolk"" als auch nur im entferntesten mit dir in zusammenhang gebracht zu werden ! und daher : DRESDEN ZEIGT WIE'S GEHT ! WIR SIND DAS VOLK ! A U S M I S T E N ! WIDERSTAND ! MERKEL MUSS WEG ! I <3 SACHSEN ! JE SUIS SACHSE ! ..und nun :zieh leine !";"subversive"
"6851";1012618402109916;"ich finde es trotzdem geil - auf BEIDEN SEITEN, also bei den Linken wie auch hier, gibt es eine Menge idiotischer Kommentare von Leuten, die es nicht raffen. Zuuuu geil. Blödheit kennt keine Grenzen, auch keine politischen.";"nothing"
"3083";1056942394344183;"Die meinen echt wir sind auf der Brotsuppe daher geschwommen. Ihr Politiker PACK";"criticism"
"5921";855049811200110;"Isso oder?! ??";"nothing"
"8330";855624581142633;"In welchem Grundbuch? In dem von Deiner Gartenlaube?";"nothing"
"1529";861985940506497;"Gestammel und gekreische kann man nicht abdrucken. Habe im Inet RT bei Pegida Berlin bischen die Gegendemo verfolgt. Die sogenannte Ansprache waren Hassparolen und gekreische. Das fand ich mehr als Erschreckend.";"nothing"
"5749";855024471202644;"Die haben gekaufte Künstler. Aber wir ROCKEN es.";"nothing"
"8254";855160411189050;"Uwe Heidenreich. schön dass du zu gibst dass ihr nicht dass volk seid, sondern nur eine minderheit... ??";"nothing"
"1524";862138830491208;"Guckt grad ZDF die Anstalt... hmmm";"nothing"
"2699";982681188436971;"Da sieht man was passiert wenn die nicht bekommen was sie wollen! Seit gewarnt wenn die erst mal hier anfangen!";"nothing"
"8960";991254034246353;"https://www.youtube.com/watch?t=2&v=FQXlUF4hN2E";"nothing"
"9068";1007130049325418;"schade ein viel zu schneller Tod. Sie hätten sich mehr quälen müssen.";"nothing"
"6294";882803428424748;"Unsere Regierung braucht ein neues Volk, sie sind fleissig dabei sich dieses zu schaffen. Fragt sich nur wohin wir gehen wenn wir keine Heimat mehr haben.";"criticism"
"9267";993661364005620;"https://www.facebook.com/peter.hild.75/posts/10206280531185958";"nothing"
"6703";1012273822144374;"Peinlich peinlich";"nothing"
"3363";982648488440241;"Es ist kein Fehler, sich so langsam mal Vorräte anzulegen.";"nothing"
"1999";1112417015463387;"Ach Lisa.Wer hier einen Drogentest machen sollte ,steht ja wohl völlig ausser Frage";"nothing"
